1.300000000000000000e+03 5.621447077663386249e-01 9.999998817189352171e-03 5.423934986936835845e-01
1.300010840833093880e+03 7.456468335959306470e-01 9.999998817189352171e-03 7.351148790806253386e-01
1.300021681756590624e+03 8.456209156118655867e-01 9.999998817189352171e-03 8.606350351370657403e-01
1.300032522770491141e+03 9.659466002217517167e-01 9.999998817189352171e-03 9.777044472107263573e-01
1.300043363874795659e+03 9.884673486490055394e-01 9.999998817189352171e-03 9.996333892047968295e-01
1.300054205069505542e+03 1.020265829886569886e+00 9.999998817189352171e-03 9.999972582110459030e-01
1.300065046354620790e+03 9.883000302580915442e-01 9.999998817189352171e-03 9.999998591433536532e-01
1.300075887730143222e+03 9.767687300287601904e-01 9.999998817189352171e-03 9.999998577346985718e-01
1.300086729196072611e+03 9.874371330898003007e-01 9.999998817189352171e-03 9.999998563044142363e-01
1.300097570752410320e+03 1.003265056169047931e+00 9.999998817189352171e-03 9.999998548520514507e-01
1.300108412399156805e+03 1.005425193676861229e+00 9.999998817189352171e-03 9.999998533771485842e-01
1.300119254136312748e+03 9.953474692615943420e-01 9.999998817189352171e-03 9.999998518792325708e-01
1.300130095963879057e+03 1.017327347135918325e+00 9.999998817189352171e-03 9.999998503578181319e-01
1.300140937881856871e+03 9.904192608120881980e-01 9.999998817189352171e-03 9.999998488124056673e-01
1.300151779890245962e+03 1.022300914082641343e+00 9.999998817189352171e-03 9.999998472424833640e-01
1.300162621989048148e+03 1.004220115314410799e+00 9.999998817189352171e-03 9.999998456475254205e-01
1.300173464178263202e+03 1.001726672723432188e+00 9.999998817189352171e-03 9.999998440269907141e-01
1.300184306457892944e+03 9.994032751665586911e-01 9.999998817189352171e-03 9.999998423803255765e-01
1.300195148827937373e+03 1.002604295110593791e+00 9.999998817189352171e-03 9.999998407069586870e-01
1.300205991288397172e+03 1.002462778326181025e+00 9.999998817189352171e-03 9.999998390063049580e-01
1.300216833839273704e+03 9.875664776352128804e-01 9.999998817189352171e-03 9.999998372777619826e-01
1.300227676480567197e+03 1.005479937782191024e+00 9.999998817189352171e-03 9.999998355207108114e-01
1.300238519212278561e+03 9.898887286520845485e-01 9.999998817189352171e-03 9.999998337345156196e-01
1.300249362034408705e+03 1.010375663203927799e+00 9.999998817189352171e-03 9.999998319185218199e-01
1.300260204946958083e+03 1.005570591726049567e+00 9.999998817189352171e-03 9.999998300720568389e-01
1.300271047949928061e+03 1.034084799803866250e+00 9.999998817189352171e-03 9.999998281944291190e-01
1.300281891043318410e+03 9.900702021991460988e-01 9.999998817189352171e-03 9.999998262849267849e-01
1.300292734227130723e+03 9.909901612216994726e-01 9.999998817189352171e-03 9.999998243428173117e-01
1.300303577501365226e+03 1.015014799224168485e+00 9.999998817189352171e-03 9.999998223673477460e-01
1.300314420866023056e+03 1.018120664581942059e+00 9.999998817189352171e-03 9.999998203577422640e-01
1.300325264321104896e+03 9.752600060093166157e-01 9.999998817189352171e-03 9.999998183132028373e-01
1.300336107866611201e+03 1.011935601972162813e+00 9.999998817189352171e-03 9.999998162329080120e-01
1.300346951502543106e+03 1.014539002341217300e+00 9.999998817189352171e-03 9.999998141160109100e-01
1.300357795228901296e+03 1.003906061794533677e+00 9.999998817189352171e-03 9.999998119616405612e-01
1.300368639045686223e+03 9.938234550416544799e-01 9.999998817189352171e-03 9.999998097688991283e-01
1.300379482952898798e+03 9.932293642131472255e-01 9.999998817189352171e-03 9.999998075368619066e-01
1.300390326950539929e+03 9.865999635091164954e-01 9.999998817189352171e-03 9.999998052645761026e-01
1.300401171038610300e+03 9.844199025460893537e-01 9.999998817189352171e-03 9.999998029510590580e-01
1.300412015217110593e+03 9.891691826714186231e-01 9.999998817189352171e-03 9.999998005952989155e-01
1.300422859486041716e+03 9.999747208460129100e-01 9.999998817189352171e-03 9.999997981962511773e-01
1.300433703845404125e+03 9.937613140144025969e-01 9.999998817189352171e-03 9.999997957528401482e-01
1.300444548295198729e+03 1.005549621902504631e+00 9.999998817189352171e-03 9.999997932639553833e-01
1.300455392835426437e+03 9.976460830102159560e-01 9.999998817189352171e-03 9.999997907284514653e-01
1.300466237466087932e+03 9.924899337717525416e-01 9.999998817189352171e-03 9.999997881451468951e-01
1.300477082187183896e+03 9.901456917121757018e-01 9.999998817189352171e-03 9.999997855128223145e-01
1.300487926998715238e+03 9.816516770018313132e-01 9.999998817189352171e-03 9.999997828302182867e-01
1.300498771900682186e+03 9.994664502782918403e-01 9.999998817189352171e-03 9.999997800960358507e-01
1.300509616893086331e+03 9.967279861236646443e-01 9.999998817189352171e-03 9.999997773089324138e-01
1.300520461975927446e+03 1.008083219194109592e+00 9.999998817189352171e-03 9.999997744675223066e-01
1.300531307149207350e+03 9.873415939687472109e-01 9.999998817189352171e-03 9.999997715703730083e-01
1.300542152412926043e+03 9.983267634169741278e-01 9.999998817189352171e-03 9.999997686160050359e-01
1.300552997767084435e+03 9.797197616672098652e-01 9.999998817189352171e-03 9.999997656028890569e-01
1.300563843211683206e+03 9.831418321805042160e-01 9.999998817189352171e-03 9.999997625294441139e-01
1.300574688746723496e+03 1.003303228955326976e+00 9.999998817189352171e-03 9.999997593940352925e-01
1.300585534372205530e+03 9.953286979002312629e-01 9.999998817189352171e-03 9.999997561949722780e-01
1.300596380088130672e+03 1.014134390314439305e+00 9.999998817189352171e-03 9.999997529305059141e-01
1.300607225894499152e+03 9.752435476744263365e-01 9.999998817189352171e-03 9.999997495988264262e-01
1.300618071791312104e+03 1.016352676987029025e+00 9.999998817189352171e-03 9.999997461980614233e-01
1.300628917778569985e+03 1.000148583646238265e+00 9.999998817189352171e-03 9.999997427262716787e-01
1.300639763856273703e+03 9.893034188308568178e-01 9.999998817189352171e-03 9.999997391814497982e-01
1.300650610024423941e+03 1.002006562495759701e+00 9.999998817189352171e-03 9.999997355615170003e-01
1.300661456283021380e+03 9.912078862626952924e-01 9.999998817189352171e-03 9.999997318643188970e-01
1.300672302632066931e+03 1.006718235951259643e+00 9.999998817189352171e-03 9.999997280876234962e-01
1.300683149071561502e+03 9.948242036871247640e-01 9.999998817189352171e-03 9.999997242291174260e-01
1.300693995601505549e+03 1.002198717015788665e+00 9.999998817189352171e-03 9.999997202864021606e-01
1.300704842221899753e+03 1.015627003549699481e+00 9.999998817189352171e-03 9.999997162569902454e-01
1.300715688932745252e+03 1.000007977975240214e+00 9.999998817189352171e-03 9.999997121383019660e-01
1.300726535734042500e+03 1.001029126393251811e+00 9.999998817189352171e-03 9.999997079276597978e-01
1.300737382625792407e+03 1.009552039143678304e+00 9.999998817189352171e-03 9.999997036222849633e-01
1.300748229607995427e+03 9.972182283515396151e-01 9.999998817189352171e-03 9.999996992192932144e-01
1.300759076680652697e+03 1.008450276643070742e+00 9.999998817189352171e-03 9.999996947156886140e-01
1.300769923843764900e+03 9.900448449517021965e-01 9.999998817189352171e-03 9.999996901083593182e-01
1.300780771097332490e+03 1.023823959771376746e+00 9.999998817189352171e-03 9.999996853940718022e-01
1.300791618441356604e+03 1.022509215063703403e+00 9.999998817189352171e-03 9.999996805694657542e-01
1.300802465875837697e+03 1.010986361532072442e+00 9.999998817189352171e-03 9.999996756310463031e-01
1.300813313400776906e+03 9.919207728885907072e-01 9.999998817189352171e-03 9.999996705751792447e-01
1.300824161016174685e+03 1.003403640659940033e+00 9.999998817189352171e-03 9.999996653980846029e-01
1.300835008722031716e+03 9.971331876264132310e-01 9.999998817189352171e-03 9.999996600958270809e-01
1.300845856518348683e+03 1.006245723473236930e+00 9.999998817189352171e-03 9.999996546643107331e-01
1.300856704405126948e+03 1.003626424821667973e+00 9.999998817189352171e-03 9.999996490992705267e-01
1.300867552382366512e+03 1.006800046914751334e+00 9.999998817189352171e-03 9.999996433962629050e-01
1.300878400450068511e+03 1.000450155626973814e+00 9.999998817189352171e-03 9.999996375506577939e-01
1.300889248608233856e+03 1.000320333429003172e+00 9.999998817189352171e-03 9.999996315576284989e-01
1.300900096856862774e+03 1.007117637972549051e+00 9.999998817189352171e-03 9.999996254121420458e-01
1.300910945195956629e+03 1.004456295004084065e+00 9.999998817189352171e-03 9.999996191089479680e-01
1.300921793625515875e+03 9.875720496518448632e-01 9.999998817189352171e-03 9.999996126425673149e-01
1.300932642145541195e+03 9.998495554579012179e-01 9.999998817189352171e-03 9.999996060072806614e-01
1.300943490756033498e+03 9.952691020648909426e-01 9.999998817189352171e-03 9.999995991971151188e-01
1.300954339456993694e+03 9.975855657144048205e-01 9.999998817189352171e-03 9.999995922058303455e-01
1.300965188248421782e+03 9.916226526838475275e-01 9.999998817189352171e-03 9.999995850269052244e-01
1.300976037130319355e+03 1.006687256342912118e+00 9.999998817189352171e-03 9.999995776535207659e-01
1.300986886102687095e+03 1.000896296407525865e+00 9.999998817189352171e-03 9.999995700785454522e-01
1.300997735165525228e+03 9.985541396967487771e-01 9.999998817189352171e-03 9.999995622945165863e-01
