1.300704842221899753e+03 1.045445408769462459e+00 4.999998691528158984e-02 -9.999999999000000000e+09
1.300715688932745252e+03 9.980723915069006358e-01 4.999998673999041243e-02 -9.999999999000000000e+09
1.300726535734042500e+03 9.364278856405642282e-01 4.999998656076436176e-02 -9.999999999000000000e+09
1.300737382625792407e+03 1.009274969538808131e+00 4.999998637748382518e-02 -9.999999999000000000e+09
1.300748229607995427e+03 1.049573364222698091e+00 4.999998619002461037e-02 -9.999999999000000000e+09
1.300759076680652697e+03 9.326905843085842029e-01 4.999998599825769552e-02 -9.999999999000000000e+09
1.300769923843764900e+03 1.020905031454017342e+00 4.999998580204906978e-02 -9.999999999000000000e+09
1.300780771097332490e+03 9.572435028628067943e-01 4.999998560125940017e-02 -9.999999999000000000e+09
1.300791618441356604e+03 1.011560594567427085e+00 4.999998539574383727e-02 -9.999999999000000000e+09
1.300802465875837697e+03 1.023384444001113724e+00 4.999998518535176545e-02 -9.999999999000000000e+09
1.300813313400776906e+03 1.062090526809387425e+00 4.999998496992649755e-02 -9.999999999000000000e+09
1.300824161016174685e+03 9.576777338970067222e-01 4.999998474930496262e-02 -9.999999999000000000e+09
1.300835008722031716e+03 1.003153698339215305e+00 4.999998452331740756e-02 -9.999999999000000000e+09
1.300845856518348683e+03 9.214886610620678375e-01 4.999998429178707793e-02 -9.999999999000000000e+09
1.300856704405126948e+03 9.494882486166891233e-01 4.999998405452987099e-02 -9.999999999000000000e+09
1.300867552382366512e+03 1.071223599511847757e+00 4.999998381135391246e-02 -9.999999999000000000e+09
1.300878400450068511e+03 9.468242394721053667e-01 4.999998356205923727e-02 -9.999999999000000000e+09
1.300889248608233856e+03 1.006647065729732837e+00 4.999998330643731781e-02 -9.999999999000000000e+09
1.300900096856862774e+03 9.435793196738797572e-01 4.999998304427063361e-02 -9.999999999000000000e+09
1.300910945195956629e+03 1.057823587968785839e+00 4.999998277533219265e-02 -9.999999999000000000e+09
1.300921793625515875e+03 1.046001861033686087e+00 4.999998249938510109e-02 -9.999999999000000000e+09
1.300932642145541195e+03 9.986753127328600321e-01 4.999998221618192490e-02 -9.999999999000000000e+09
1.300943490756033498e+03 1.083986169179038894e+00 4.999998192546419723e-02 -9.999999999000000000e+09
1.300954339456993694e+03 1.023863160387479487e+00 4.999998162696179388e-02 -9.999999999000000000e+09
1.300965188248421782e+03 9.526435740275440711e-01 4.999998132039232268e-02 -9.999999999000000000e+09
1.300976037130319355e+03 9.620454395104482970e-01 4.999998100546044350e-02 -9.999999999000000000e+09
1.300986886102687095e+03 9.972377324306763713e-01 4.999998068185708411e-02 -9.999999999000000000e+09
1.300997735165525228e+03 9.557104263724496285e-01 4.999998034925874635e-02 -9.999999999000000000e+09
1.301008584318834892e+03 9.734175352467214770e-01 4.999998000732668035e-02 1.000207328217586511e+00
1.301019433562616541e+03 1.032682616482370586e+00 4.999997965570592007e-02 1.000343475981078534e+00
1.301030282896871540e+03 1.103300288141898511e+00 4.999997929402451302e-02 1.000478640891534710e+00
1.301041132321600116e+03 9.878365888358096036e-01 4.999997892189234072e-02 1.000612822914760613e+00
1.301051981836803179e+03 9.964942298427442724e-01 4.999997853890020966e-02 1.000746022016091086e+00
1.301062831442481183e+03 9.656628634409726297e-01 4.999997814461853290e-02 1.000878238160360922e+00
1.301073681138635266e+03 9.876472693064175523e-01 4.999997773859633787e-02 1.001009471311875121e+00
1.301084530925266336e+03 1.049139101068062407e+00 4.999997732035974668e-02 1.001139721434376906e+00
1.301095380802374621e+03 9.905464244943694707e-01 4.999997688941071328e-02 1.001268988491013978e+00
1.301106230769961257e+03 9.297073163979963084e-01 4.999997644522542750e-02 1.001397272444299436e+00
1.301117080828026928e+03 1.032653834209039889e+00 4.999997598725277465e-02 1.001524573256074468e+00
1.301127930976572088e+03 9.879646285636073388e-01 4.999997551491256603e-02 1.001650890887464618e+00
1.301138781215598101e+03 1.001660843634901266e+00 4.999997502759367246e-02 1.001776225298832701e+00
1.301149631545105194e+03 9.833470444238009422e-01 4.999997452465201886e-02 1.001900576449731961e+00
1.301160481965094277e+03 1.056097363523956778e+00 4.999997400540846099e-02 1.002023944298851887e+00
1.301171332475566032e+03 9.346340133618881163e-01 4.999997346914643315e-02 1.002146328803959596e+00
1.301182183076521369e+03 9.263151495689223580e-01 4.999997291510944325e-02 1.002267729921840989e+00
1.301193033767961197e+03 1.043843185287177233e+00 4.999997234249834582e-02 1.002388147608231916e+00
1.301203884549885970e+03 1.044947911540326180e+00 4.999997175046852482e-02 1.002507581817747129e+00
