1.300878400450068511e+03 1.000501426439166064e+00 1.000490508510350700e-04 -9.999999999000000000e+09
1.300889248608233856e+03 1.000373503285778565e+00 1.000488024593465183e-04 -9.999999999000000000e+09
1.300900096856862774e+03 1.000506899821550943e+00 1.000485540529278468e-04 -9.999999999000000000e+09
1.300910945195956629e+03 1.000451376165725437e+00 1.000483056312479726e-04 -9.999999999000000000e+09
1.300921793625515875e+03 1.000551677316890986e+00 1.000480571937526652e-04 -9.999999999000000000e+09
1.300932642145541195e+03 1.000459831699954005e+00 1.000478087398631367e-04 -9.999999999000000000e+09
1.300943490756033498e+03 1.000388641954077062e+00 1.000475602689749580e-04 -9.999999999000000000e+09
1.300954339456993694e+03 1.000195843135189833e+00 1.000473117804565406e-04 -9.999999999000000000e+09
1.300965188248421782e+03 1.000431789380535896e+00 1.000470632736476055e-04 -9.999999999000000000e+09
1.300976037130319355e+03 1.000509509845175504e+00 1.000468147478577192e-04 -9.999999999000000000e+09
1.300986886102687095e+03 1.000593827826997462e+00 1.000465662023646268e-04 -9.999999999000000000e+09
1.300997735165525228e+03 1.000448246120938744e+00 1.000463176364124225e-04 -9.999999999000000000e+09
1.301008584318834892e+03 1.000481916625529433e+00 1.000460690492096117e-04 1.000502752425269204e+00
1.301019433562616541e+03 1.000437358995197812e+00 1.000458204399271863e-04 1.000499946350648539e+00
1.301030282896871540e+03 1.000514420971814866e+00 1.000455718076963615e-04 1.000497140045650823e+00
1.301041132321600116e+03 1.000570514633788211e+00 1.000453231516063263e-04 1.000494333501073196e+00
1.301051981836803179e+03 1.000480195837714747e+00 1.000450744707017628e-04 1.000491526707262047e+00
1.301062831442481183e+03 1.000588906089808772e+00 1.000448257639802044e-04 1.000488719654087699e+00
1.301073681138635266e+03 1.000325980262575909e+00 1.000445770303892159e-04 1.000485912330915106e+00
1.301084530925266336e+03 1.000658489867020773e+00 1.000443282688233176e-04 1.000483104726573647e+00
1.301095380802374621e+03 1.000445474559062076e+00 1.000440794781209632e-04 1.000480296829325599e+00
1.301106230769961257e+03 1.000616628652260864e+00 1.000438306570606499e-04 1.000477488626828615e+00
1.301117080828026928e+03 1.000371872925894134e+00 1.000435818043576521e-04 1.000474680106099745e+00
1.301127930976572088e+03 1.000547469546531731e+00 1.000433329186596853e-04 1.000471871253474587e+00
1.301138781215598101e+03 1.000694598380489131e+00 1.000430839985428668e-04 1.000469062054564429e+00
1.301149631545105194e+03 1.000541766372786689e+00 1.000428350425068910e-04 1.000466252494208508e+00
1.301160481965094277e+03 1.000526576635799803e+00 1.000425860489701646e-04 1.000463442556424276e+00
1.301171332475566032e+03 1.000413110013696816e+00 1.000423370162644527e-04 1.000460632224354329e+00
1.301182183076521369e+03 1.000503553991913153e+00 1.000420879426289840e-04 1.000457821480205789e+00
1.301193033767961197e+03 1.000476142109656408e+00 1.000418388262044737e-04 1.000455010305189685e+00
1.301203884549885970e+03 1.000257065495094633e+00 1.000415896650262118e-04 1.000452198679452787e+00
1.301214735422296144e+03 1.000594697946690426e+00 1.000413404570168265e-04 1.000449386582001665e+00
1.301225586385193310e+03 1.000474686993069406e+00 1.000410911999785585e-04 1.000446573990628085e+00
1.301236437438577468e+03 1.000269030865075015e+00 1.000408418915845881e-04 1.000443760881817745e+00
1.301247288582449755e+03 1.000553178657248132e+00 1.000405925293700358e-04 1.000440947230662125e+00
1.301258139816810854e+03 1.000461704623193837e+00 1.000403431107217575e-04 1.000438133010754793e+00
1.301268991141661672e+03 1.000445591003474410e+00 1.000400936328677871e-04 1.000435318194083045e+00
1.301279842557002894e+03 1.000163161298262882e+00 1.000398440928652882e-04 1.000432502750908004e+00
1.301290694062834746e+03 1.000383824967447710e+00 1.000395944875879503e-04 1.000429686649637162e+00
1.301301545659158592e+03 1.000420369595187431e+00 1.000393448137121245e-04 1.000426869856681833e+00
1.301312397345975114e+03 1.000276942022021665e+00 1.000390950677013737e-04 1.000424052336304381e+00
1.301323249123284995e+03 1.000487010814096633e+00 1.000388452457901147e-04 1.000421234050452135e+00
1.301334100991088690e+03 1.000309010948873922e+00 1.000385953439655932e-04 1.000418414958571756e+00
1.301344952949387334e+03 1.000478650519017298e+00 1.000383453579478942e-04 1.000415595017412507e+00
1.301355804998181839e+03 1.000334071892776899e+00 1.000380952831685013e-04 1.000412774180805542e+00
1.301366657137472430e+03 1.000518768173782824e+00 1.000378451147464448e-04 1.000409952399424984e+00
1.301377509367260018e+03 1.000338117389780512e+00 1.000375948474623754e-04 1.000407129620524360e+00
1.301388361687545739e+03 1.000262730546578771e+00 1.000373444757298602e-04 1.000404305787648163e+00
1.301399214098330049e+03 1.000482683192909006e+00 1.000370939935639811e-04 1.000401480840313218e+00
1.301410066599613401e+03 1.000332162328663621e+00 1.000368433945467221e-04 1.000398654713659408e+00
1.301420919191397161e+03 1.000114918961476640e+00 1.000365926717885611e-04 1.000395827338062205e+00
1.301431771873681782e+03 1.000319900392429684e+00 1.000363418178865251e-04 1.000392998638705677e+00
1.301442624646467721e+03 1.000323027541020648e+00 1.000360908248770813e-04 1.000390168535111979e+00
1.301453477509756567e+03 1.000193352292450877e+00 1.000358396841848004e-04 1.000387336940616434e+00
1.301464330463548322e+03 1.000635718195579837e+00 1.000355883865645549e-04 1.000384503761787780e+00
1.301475183507843894e+03 1.000374166452579594e+00 1.000353369220379309e-04 1.000381668897782905e+00
1.301486036642643967e+03 1.000418913961410805e+00 1.000350852798220905e-04 1.000378832239629645e+00
1.301496889867949676e+03 1.000448179276853811e+00 1.000348334482504354e-04 1.000375993669423647e+00
1.301507743183761477e+03 1.000293149195978559e+00 1.000345814146842585e-04 1.000373153059437081e+00
1.301518596590080278e+03 1.000447602621896692e+00 1.000343291654135251e-04 1.000370310271114560e+00
